,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date
31,Rikitea,PF,-23.12,-134.97,,70.89,100,21.52,88,1538015864
32,Kununurra,AU,-15.77,128.74,,89.6,43,5.82,90,1538013600
33,Jamestown,SH,-15.94,-5.72,,65.58,100,16.49,68,1538015872
34,Valparaiso,CL,-33.04,-71.63,,53.6,93,3.18,90,1538013600
35,Cape Town,ZA,-33.93,18.42,,57.2,93,23.04,75,1538013600
36,Namibe,AO,-15.19,12.15,,65.13,100,7.31,12,1538015827
37,San Juan De Uraba,CO,8.76,-76.53,,78.45,100,3.85,80,1538015873
38,Hilo,US,19.71,-155.08,,86,67,11.41,75,1538013360
39,Leningradskiy,RU,69.38,178.42,,40.92,95,15.82,56,1538015874
40,Villarrica,CL,-39.28,-72.23,,41.91,96,2.73,92,1538015874
41,Saint George,BM,32.38,-64.68,,77,69,11.41,75,1538013300
42,Saint-Pierre,RE,-21.34,55.48,,69.8,52,8.05,0,1538013600
43,Ancud,CL,-41.87,-73.83,,45.69,98,5.97,88,1538015875
44,Lebu,CL,-37.62,-73.65,,53.7,96,6.64,92,1538015875
45,Fort Nelson,CA,58.81,-122.69,,46.4,65,3.36,75,1538013600
46,Paamiut,GL,61.99,-49.67,,40.11,96,38.41,92,1538015875
47,Celestun,MX,20.87,-90.4,,82.41,100,16.26,24,1538015875
48,Mayya,RU,61.74,130.28,,46.4,61,3.74,0,1538013600
49,Khatanga,RU,71.98,102.47,,32.46,84,20.4,56,1538015876
50,Flinders,AU,-34.58,150.85,,64.4,48,8.05,0,1538010000
51,Ambalavao,MG,-21.83,46.94,,50.37,93,2.39,24,1538015876
52,Castro,CL,-42.48,-73.76,,45.15,96,6.42,92,1538015824
53,Auki,SB,-8.77,160.7,,76.92,100,16.15,92,1538015877
54,Beringovskiy,RU,63.05,179.32,,45.78,96,25.21,92,1538015877
55,Puerto Ayora,EC,-0.74,-90.35,,70.26,100,11.12,44,1538015836
56,Ushuaia,AR,-54.81,-68.31,,39.2,51,6.93,0,1538013600
57,Torbay,CA,47.66,-52.73,,48.2,81,17.22,90,1538013600
58,Nikolskoye,RU,59.7,30.79,,48.2,66,20.13,40,1538013600
59,Muroto,JP,33.37,134.14,,71.6,73,3.36,75,1538013600
60,Huarmey,PE,-10.07,-78.15,,56.58,82,3.18,0,1538015863
61,Kloulklubed,PW,7.04,134.26,,86,74,13.87,75,1538013000
62,Dikson,RU,73.51,80.55,,37.86,100,14.92,76,1538015848
63,Los Llanos De Aridane,ES,28.66,-17.92,,71.6,88,8.05,0,1538013600
64,Provideniya,RU,64.42,-173.23,,50,76,13.42,75,1538013600
65,Tautira,PF,-17.73,-149.15,,78.8,61,4.7,75,1538013600
66,Cidreira,BR,-30.17,-50.22,,67.83,98,4.97,92,1538015830
67,Pevek,RU,69.7,170.27,,44.61,91,14.03,64,1538015880
68,Conde,BR,-11.81,-37.61,,75.3,90,8.1,88,1538015880
69,Tura,RU,64.27,100.22,,35.88,77,4.85,8,1538015880
70,Batagay-Alyta,RU,67.8,130.41,,23.1,85,6.64,92,1538015881
71,Thompson,CA,55.74,-97.86,,37.4,74,3.36,75,1538013600
72,Constitucion,MX,23.99,-104.67,,68,64,6.93,90,1538012700
73,Buchanan,LR,5.88,-10.05,,77,94,5.82,75,1538013600
74,Hermanus,ZA,-34.42,19.24,,53.43,87,8.21,20,1538015867
75,Margate,ZA,-30.86,30.37,,66.39,93,16.15,0,1538015882
76,Puerto Del Rosario,ES,28.5,-13.86,,73.4,73,3.36,0,1538013600
77,Pangnirtung,CA,66.15,-65.72,,25.44,82,7.2,0,1538015882
78,Ixtapa,MX,20.71,-105.21,,84.2,83,0.94,90,1538012820
79,Niceville,US,30.52,-86.48,,78.98,93,4.74,75,1538014020
80,Tuktoyaktuk,CA,69.44,-133.03,,30.2,74,17.22,75,1538013600
81,Talnakh,RU,69.49,88.39,,43.35,93,20.96,100,1538015883
82,Port Alfred,ZA,-33.59,26.89,,62.79,94,13.8,0,1538015884
83,Hailar,CN,49.2,119.7,,61.8,53,18.28,0,1538015884
84,East London,ZA,-33.02,27.91,,68.1,100,21.18,8,1538015856
85,Kristiansund,NO,63.12,7.73,,48.2,75,26.4,92,1538014800
86,Avarua,CK,-21.21,-159.78,,80.6,74,5.82,75,1538013600
87,Upernavik,GL,72.79,-56.15,,34.53,100,20.29,76,1538015819
88,Petkovci,BA,44.45,19.08,,31.38,83,2.06,0,1538015885
89,Esperance,AU,-33.86,121.89,,59.73,79,7.2,80,1538015886
90,Mar Del Plata,AR,-46.43,-67.52,,42.18,87,11.45,64,1538015886
91,New Norfolk,AU,-42.78,147.06,,64.4,36,13.87,20,1538013600
92,San Borja,BO,-14.86,-66.75,,76.2,82,1.95,32,1538015886
93,Bredasdorp,ZA,-34.53,20.04,,60.8,67,3.36,56,1538013600
94,San Carlos De Bariloche,AR,-41.13,-71.31,,35.6,93,6.93,90,1538013600
95,Guerande,FR,48.47,-4.17,,57.2,58,10.29,0,1538013600
96,Kurchum,KZ,48.57,83.65,,54.33,72,5.19,0,1538015888
97,Vaini,TO,-21.2,-175.2,,80.6,65,8.05,40,1538013600
98,Piopio,NZ,-38.47,175.01,,54.33,67,11.12,64,1538015888
99,Bilma,NE,18.69,12.92,,70.08,31,2.95,0,1538015888
100,Mirnyy,RU,56.57,36.46,,43.35,94,29.57,92,1538015889
101,Akhtanizovskaya,RU,45.32,37.1,,42.8,93,6.71,88,1538013600
102,Bambous Virieux,MU,-20.34,57.76,,71.6,78,11.41,40,1538013600
103,Tshela,CD,-4.99,12.94,,69.09,89,4.63,36,1538015889
104,Yelizovo,RU,53.19,158.38,,60.8,57,17.9,12,1538013600
105,Nikki,BJ,9.94,3.21,,72.6,96,8.77,12,1538015890
106,Bolgar,RU,54.97,49.03,,41,80,8.95,75,1538013600
107,Trabzon,TR,41.01,39.72,,60.8,72,13.87,75,1538013000
108,Loveland,US,40.4,-105.08,,62.6,5,4.7,1,1538013360
109,Sobolevo,RU,54.43,31.9,,45.96,93,29.12,92,1538015891
110,Visnes,NO,59.36,5.22,,53.6,76,14.99,92,1538014800
111,Charters Towers,AU,-20.07,146.27,,77.64,71,7.09,0,1538015892
112,Kahului,US,20.89,-156.47,,87.98,70,11.41,40,1538014320
113,Isla Vista,US,34.41,-119.86,,64.4,83,4.7,1,1538013360
114,Anand,IN,22.56,72.96,,78.8,83,3.74,0,1538013600
115,Vaitape,PF,-16.52,-151.75,,78.27,100,14.81,32,1538015892
116,Cabo San Lucas,MX,22.89,-109.91,,80.6,83,4.29,75,1538012880
117,Bud,NO,62.91,6.91,,48.2,81,16.11,92,1538014800
118,Olenegorsk,RU,68.14,33.28,,37.59,100,4.41,92,1538015893
119,Lamu,KE,-2.27,40.9,,72.69,100,11.34,92,1538015893
120,Port Elizabeth,ZA,-33.92,25.57,,53.6,87,3.36,0,1538013600
121,Souillac,MU,-20.52,57.52,,71.6,78,11.41,40,1538013600
122,Nemuro,JP,43.32,145.57,,57.2,76,5.82,75,1538013600
123,Lompoc,US,34.64,-120.46,,64.4,86,9.17,75,1538013480
124,Virginia Beach,US,36.85,-75.98,,78.98,87,3.36,40,1538013900
125,Ilulissat,GL,69.22,-51.1,,33.8,59,13.87,56,1538013000
126,Nuevo Progreso,MX,17.14,-95.05,,72.6,99,6.42,76,1538015895
127,Xuddur,SO,4.12,43.89,,70.53,85,10.78,8,1538015895
128,Qaanaaq,GL,77.48,-69.36,,20.49,100,8.43,56,1538015895
129,Palora,EC,-1.7,-77.97,,57.21,100,2.39,12,1538015895
130,La Crosse,US,43.8,-91.24,,49.1,87,7.54,1,1538014500
131,Havelock,US,34.88,-76.9,,80.96,96,4.7,1,1538013420
132,Kayes,ML,14.44,-11.44,,75.93,83,2.62,0,1538015845
133,Nara,ML,15.17,-7.29,,77.91,71,2.62,36,1538015896
134,Nadvoitsy,RU,63.89,34.27,,43.62,100,8.99,64,1538015897
135,Horsham,AU,-36.71,142.2,,64.68,88,7.99,0,1538015897
136,Santa Cruz De La Palma,ES,28.68,-17.76,,71.6,88,10.29,0,1538015400
137,Ajdabiya,LY,30.75,20.22,,71.61,78,2.62,88,1538015897
138,Broken Hill,AU,-31.97,141.45,,80.88,30,14.03,0,1538015898
139,Arraial Do Cabo,BR,-22.97,-42.02,,74.31,86,24.32,0,1538015827
140,Hobart,AU,-42.88,147.33,,64.4,36,13.87,20,1538013600
141,Great Falls,US,47.5,-111.29,,61.7,33,9.17,90,1538013480
142,Jiayuguan,CN,39.77,98.29,,43.08,69,5.19,0,1538015898
143,Sinnamary,GF,5.38,-52.96,,81.96,96,16.71,0,1538015899
144,Bathsheba,BB,13.22,-59.52,,82.4,74,17.22,40,1538013600
145,Palmas Bellas,PA,9.23,-80.09,,75.2,88,4.7,40,1538013600
146,Kailua,US,21.39,-157.74,,87.08,69,8.05,75,1538014440
147,Kavieng,PG,-2.57,150.8,,86.55,97,11.79,48,1538015900
148,Kenai,US,60.55,-151.26,,53.06,66,6.93,1,1538013360
149,Lorengau,PG,-2.02,147.27,,83.4,100,4.97,12,1538015900
150,Tessalit,ML,20.2,1.01,,76.02,25,1.5,68,1538015901
151,Middelburg,ZA,-25.77,29.46,,63.78,44,6.2,0,1538015901
152,Port Lincoln,AU,-34.72,135.86,,59.01,92,11.12,48,1538015616
153,Cabedelo,BR,-6.97,-34.84,,75.2,83,6.93,40,1538013600
154,Grand Gaube,MU,-20.01,57.66,,71.6,78,11.41,40,1538013600
155,Luderitz,NA,-26.65,15.16,,51.63,90,12.57,0,1538015902
156,Tuatapere,NZ,-46.13,167.69,,45.96,100,7.31,92,1538015897
157,Hovd,MN,48.01,91.64,,47.04,83,4.74,0,1538015902
158,Sibut,CF,5.73,19.09,,68.1,97,9.78,76,1538015903
159,Bluff,NZ,-46.6,168.33,,51.27,96,11.9,12,1538015903
160,Ocean City,US,30.44,-86.61,,77.36,71,4.7,75,1538013360
161,Pedro Ii,BR,-4.43,-41.45,,79.53,43,7.2,0,1538015903
162,Dubbo,AU,-32.25,148.6,,71.6,81,5.82,0,1538013600
163,Micheweni,TZ,-4.97,39.83,,74.67,100,10.78,92,1538015904
164,Belmonte,BR,-26.84,-53.58,,62.25,97,3.29,12,1538015904
165,Dukat,RU,62.55,155.55,,35.61,56,3.74,64,1538015904
166,Dangriga,BZ,16.97,-88.23,,82.4,83,7.09,40,1538010000
167,Port Hedland,AU,-20.31,118.58,,93.2,23,8.05,0,1538013600
168,San Patricio,MX,19.22,-104.7,,84.2,79,9.17,75,1538012460
169,Sitka,US,37.17,-99.65,,52.71,61,8.66,0,1538015846
170,Gotsu,JP,35.01,132.22,,73.4,49,8.05,40,1538013600
171,Along,IN,28.17,94.8,,67.11,97,1.83,92,1538015906
172,Deder,ET,9.31,41.44,,60,66,2.17,20,1538015906
173,Kozan,TR,37.45,35.82,,68,64,4.7,0,1538013000
174,Male,MV,4.17,73.51,,82.4,83,8.05,20,1538013600
175,Khash,IR,28.22,61.21,,54.33,67,3.4,0,1538015907
176,San Jose,BO,-17.94,-63.35,,77,78,4.7,12,1538013600
177,Alyangula,AU,-13.85,136.42,,83.49,82,16.04,0,1538015907
178,La Rioja,AR,-29.41,-66.86,,65.4,89,6.42,92,1538015908
179,Umm Lajj,SA,25.02,37.27,,78.72,97,7.09,0,1538015908
180,Kenmare,IE,51.88,-9.58,,48.21,100,3.85,0,1538015909
181,Hereford,US,34.82,-102.4,,54.68,81,3.36,1,1538014500
182,Chernyshevskiy,RU,63.01,112.47,,47.58,91,3.51,48,1538015909
183,Wahpeton,US,46.27,-96.61,,60.8,66,5.82,90,1538014560
184,Norman Wells,CA,65.28,-126.83,,32,91,5.82,75,1538013600
185,Saint-Philippe,RE,-21.36,55.77,,69.8,52,8.05,0,1538013600
186,Bonanza,NI,14.03,-84.62,,73.86,97,2.51,48,1538015910
187,Matay,EG,28.42,30.79,,68.55,79,10,0,1538015910
188,Kirakira,SB,-10.46,161.92,,78.09,100,28.9,100,1538015911
189,Sechura,PE,-5.56,-80.82,,68.46,86,11.12,20,1538015904
190,Akdepe,TM,42.05,59.39,,48.2,70,4.7,0,1538013600
191,Poddorye,RU,57.47,31.12,,46.23,81,19.95,0,1538015911
192,Kabo,CF,7.69,18.62,,69.27,97,6.53,88,1538015912
193,Kieta,PG,-6.22,155.63,,81.51,94,13.8,8,1538015912
194,Coahuayana,MX,18.62,-100.35,,65.13,92,2.39,8,1538015912
195,Ponta Do Sol,CV,17.2,-25.09,,79.35,97,13.35,92,1538015912
196,Caravelas,BR,-17.73,-39.27,,77.19,100,15.7,56,1538015877
197,Swellendam,ZA,-34.02,20.44,,60.8,67,3.36,8,1538013600
198,Rosia De Amaradia,RO,45.05,23.75,,27.51,75,2.73,0,1538015913
199,Bol,TD,13.47,14.72,,76.11,64,1.39,32,1538015913
200,Grindavik,IS,63.84,-22.43,,39.2,93,8.05,40,1538013600
201,Bowen,AU,-20.01,148.25,,80.6,44,6.93,40,1538010000
202,Mount Gambier,AU,-37.83,140.78,,59.28,83,6.76,48,1538015914
203,Cervo,ES,43.67,-7.41,,68.55,88,5.19,8,1538015915
204,Itoman,JP,26.12,127.67,,86,70,18.34,75,1538013600
205,Vestmanna,FO,62.16,-7.17,,44.6,93,2.24,92,1538014800
206,Coquimbo,CL,-29.95,-71.34,,55.4,87,2.24,90,1538013600
207,Zyryanka,RU,65.73,150.89,,37.23,71,4.18,88,1538015915
208,Nishihara,JP,35.74,139.53,,64.4,87,8.05,90,1538015100
209,Kipushi,CD,-11.76,27.24,,58.56,55,4.41,0,1538015916
210,Cayenne,GF,4.94,-52.33,,78.8,88,3.36,20,1538013600
211,Lavrentiya,RU,65.58,-170.99,,43.71,94,11.23,56,1538015916
212,Roald,NO,62.58,6.12,,48.2,81,13.87,92,1538014800
213,Preston,US,42.1,-111.88,,60.08,6,3.36,1,1538013060
214,Nazare,PT,39.6,-9.07,,66.2,88,1.12,0,1538013600
215,Torres,BR,-29.34,-49.73,,66.03,96,1.83,36,1538015918
216,Atar,MR,20.52,-13.05,,73.86,34,5.19,0,1538015868
217,Northam,AU,-31.65,116.67,,62.6,59,14.99,20,1538013600
218,San Cristobal,EC,-1.02,-79.44,,62.43,98,2.17,92,1538015919
219,Beloha,MG,-25.17,45.06,,57.93,81,2.95,0,1538015919
220,Dalbandin,PK,28.9,64.41,,62.34,47,1.72,0,1538015919
221,Altay,CN,47.83,88.13,,42.36,56,2.95,0,1538015919
222,Jiwani,PK,25.05,61.74,,78.36,95,3.74,48,1538015920
223,Poum,NC,-20.23,164.02,,73.95,98,12.68,36,1538015920
224,Port Blair,IN,11.67,92.75,,82.41,100,7.54,56,1538015878
225,Orlik,RU,52.51,99.83,,30.03,55,2.39,0,1538015920
226,Crotone,IT,39.09,17.12,,68.01,100,27.56,8,1538015920
227,Tasiilaq,GL,65.61,-37.64,,35.6,69,1.12,12,1538013000
228,Kyabe,TD,9.45,18.94,,70.98,92,6.64,24,1538015921
229,Lagoa,PT,37.14,-8.45,,77,73,14.99,0,1538013600
230,Bubaque,GW,11.28,-15.83,,79.35,100,15.03,68,1538015922
231,Hirara,JP,24.8,125.28,,87.8,70,20.8,75,1538013600
232,Kinsale,IE,51.71,-8.52,,51.8,100,4.7,75,1538015400
233,Vila Franca Do Campo,PT,37.72,-25.43,,73.4,83,18.34,40,1538013600
234,Hebron,US,40.17,-97.59,,54.68,65,6.93,1,1538014500
235,Severo-Kurilsk,RU,50.68,156.12,,50.91,86,14.58,0,1538015825
236,Hithadhoo,MV,-0.6,73.08,,81.33,100,16.82,80,1538015826
237,Tiksi,RU,71.64,128.87,,33.81,92,10.67,0,1538015923
238,Sabzevar,IR,36.21,57.68,,46.23,72,2.51,0,1538015924
239,Farmington,US,36.73,-108.21,,68,7,5.82,1,1538013180
240,Portland,AU,-33.35,149.98,,58.2,71,3.06,0,1538015924
241,Xingyi,CN,24.19,102.82,,68.28,83,3.4,76,1538015924
242,Itarema,BR,-2.92,-39.92,,76.65,84,15.14,0,1538015925
243,Busselton,AU,-33.64,115.35,,60.09,100,10.45,44,1538015816
244,Husavik,IS,66.04,-17.34,,35.6,100,2.24,75,1538013600
245,Batemans Bay,AU,-35.71,150.18,,63.33,71,6.64,0,1538015857
246,Porto Santo,PT,33.07,-16.34,,68,82,3.36,20,1538013600
247,Necochea,AR,-38.55,-58.74,,46.95,81,10,92,1538015743
248,Kichera,RU,55.93,110.1,,40.29,97,2.62,88,1538015926
249,Ngaoundere,CM,7.32,13.58,,62.88,96,2.95,76,1538015927
250,Shemgang,BT,27.22,90.66,,69.72,90,1.72,76,1538015927
251,Longyearbyen,SJ,78.22,15.64,,23,67,13.87,40,1538013000
252,U Thong,TH,14.38,99.89,,88.35,69,6.76,0,1538015928
253,Esmeraldas,EC,-1.87,-79.8,,73.4,78,16.11,40,1538013600
254,Jalu,LY,29.03,21.55,,72.06,73,8.43,0,1538015928
255,Iwanai,JP,42.97,140.51,,60.36,100,2.84,92,1538015929
256,Isangel,VU,-19.55,169.27,,68.46,100,21.63,92,1538015929
257,Boyolangu,ID,-8.09,111.9,,86.01,46,6.2,0,1538015929
258,Chokurdakh,RU,70.62,147.9,,36.87,95,16.71,92,1538015876
259,Palmer,US,61.6,-149.11,,55.94,71,4.7,1,1538013360
260,Haines Junction,CA,60.75,-137.51,,40.2,60,1.83,36,1538015893
261,Mega,ET,4.06,38.32,,60.36,97,7.43,92,1538015930
262,Sao Joao Da Barra,BR,-21.64,-41.05,,74.85,97,30.91,0,1538015910
263,Araouane,ML,18.9,-3.53,,76.56,36,2.95,0,1538015930
264,Kolpny,RU,52.23,37.04,,41.91,69,19.28,92,1538015931
265,Rawson,AR,-43.3,-65.11,,42.36,68,10.56,76,1538015931
266,Wattegama,LK,7.35,80.68,,75.84,94,3.96,44,1538015931
267,Hofn,IS,64.25,-15.21,,40.92,100,8.66,12,1538015931
268,Mosetse,BW,-20.64,26.64,,66.75,30,7.31,0,1538015932
269,Corner Brook,CA,48.95,-57.95,,60.8,82,11.41,90,1538013600
270,Manoel Urbano,BR,-8.84,-69.26,,81.6,65,3.62,0,1538015932
271,Karratha,AU,-20.74,116.85,,99.6,10,6.98,0,1538015918
272,Vao,NC,-22.67,167.48,,69.63,100,22.08,12,1538015933
273,Bethel,US,60.79,-161.76,,55.04,59,12.75,90,1538013180
274,The Valley,AI,18.22,-63.06,,82.4,78,13.87,20,1538013600
275,Salinas,EC,0.49,-78.13,,49.65,100,1.16,56,1538015934
276,Khromtau,KZ,50.26,58.44,,57.3,43,12.91,80,1538015934
277,Belen,PY,-23.47,-57.26,,77.19,77,3.62,36,1538015934
278,Barranca,PE,-10.75,-77.76,,60.45,100,8.21,36,1538015934
279,Lingyuan,CN,41.24,119.4,,65.85,56,9.44,0,1538015935
280,Grand-Lahou,CI,5.24,-5,,75.84,90,4.41,92,1538015935
281,Port Hardy,CA,50.7,-127.42,,60.8,59,11.41,40,1538013600
282,Babaeski,TR,41.43,27.09,,54.51,57,17.49,48,1538015936
283,Saldanha,ZA,-33.01,17.94,,57.2,93,10.29,88,1538013600
284,Sao Filipe,CV,14.9,-24.5,,78.45,97,8.21,80,1538015936
285,Santana,RO,46.35,21.5,,33.8,100,1.95,0,1538013600
286,Fairbanks,US,64.84,-147.72,,50,64,4.7,90,1538013480
287,Mikhaylovka,RU,52.96,103.29,,44.43,84,8.1,48,1538015937
288,Nagato,JP,34.35,131.14,,75.2,60,8.05,40,1538013600
289,Luena,AO,-11.78,19.91,,69.36,74,2.62,100,1538015937
290,Den Helder,NL,52.96,4.76,,62.6,93,5.82,0,1538015100
291,Preveza,GR,38.96,20.75,,64.4,42,24.16,20,1538013000
292,Oranjemund,NA,-28.55,16.43,,55.95,98,10.22,0,1538015938
293,Rudnaya Pristan,RU,44.36,135.82,,56.85,65,4.18,92,1538015938
294,Salamanca,ES,40.97,-5.66,,55.4,87,7.2,0,1538015400
295,Quatre Cocos,MU,-20.21,57.76,,71.6,78,11.41,40,1538013600
296,Thinadhoo,MV,0.53,72.93,,80.61,100,22.19,48,1538015939
297,Hualmay,PE,-11.1,-77.61,,55.5,91,4.74,20,1538015939
298,Shyroke,UA,47.96,38.23,,33.27,84,6.31,0,1538015940
299,Dryden,CA,49.79,-92.84,,41,93,3.36,90,1538013600
300,Ola,RU,59.58,151.3,,59,62,2.24,0,1538013600
301,Evensk,RU,61.92,159.24,,44.88,100,6.42,8,1538015913
302,Shingu,JP,33.72,135.99,,64.4,93,9.17,75,1538013600
303,Nanyang,CN,33,112.53,,69.18,84,5.19,56,1538015941
304,Naze,JP,28.37,129.48,,82.4,78,28.86,75,1538013600
305,Manavalakurichi,IN,8.13,77.3,,82.4,78,8.05,40,1538015400
306,Nargana,PA,9.44,-78.59,,80.16,100,8.21,68,1538015942
307,Baculin,PH,7.45,126.58,,85.29,80,13.69,0,1538015942
308,Zyryanovsk,KZ,49.74,84.27,,46.68,71,2.95,0,1538015942
309,Massakory,TD,13,15.73,,71.52,78,2.84,0,1538015943
310,Buraydah,SA,26.33,43.97,,87.8,27,6.93,0,1538013600
311,Katsuura,JP,33.93,134.5,,69.8,83,5.82,75,1538013600
312,Katpadi,IN,12.98,79.14,,78.72,88,2.73,12,1538015944
313,Carroll,US,42.07,-94.87,,55.4,71,4.7,1,1538014500
314,Maniitsoq,GL,65.42,-52.9,,35.52,100,19.95,88,1538015894
315,White Rock,CA,49.02,-122.8,,60.8,87,4.29,1,1538015700
316,Jeremie,HT,18.65,-74.12,,79.26,100,3.18,20,1538015944
317,Vuktyl,RU,63.86,57.31,,38.4,89,6.64,0,1538015945
318,Matamoros,MX,25.53,-103.23,,86,35,4.7,40,1538012520
319,Calvinia,ZA,-31.47,19.78,,33.54,77,1.95,0,1538015945
320,Geraldton,AU,-28.77,114.6,,69.8,46,16.11,0,1538013600
321,Acapulco,MX,16.86,-99.88,,82.4,74,2.24,40,1538012400
322,Erzin,RU,50.26,95.16,,39.3,99,3.74,92,1538015946
323,Fortuna,US,40.6,-124.16,,50,100,3.36,90,1538013300
324,Ambon,ID,-3.7,128.18,,86,66,4.7,40,1538011800
325,Qaqortoq,GL,60.72,-46.03,,37.4,59,8.05,75,1538013000
326,Peterhead,GB,57.51,-1.8,,60.8,67,16.11,32,1538014800
327,Awjilah,LY,29.14,21.3,,71.07,80,3.62,8,1538015947
328,Khasan,RU,42.43,130.64,,64.95,89,2.62,0,1538015947
329,Warman,CA,52.32,-106.58,,44.6,65,9.17,40,1538013600
330,Jais,IN,26.27,81.55,,78.09,100,2.39,88,1538015948
331,Kawalu,ID,-7.38,108.21,,81.15,38,3.06,0,1538015904
332,Santa Rosa,AR,-36.62,-64.29,,48.3,95,10.33,92,1538015826
333,Vilhena,BR,-12.74,-60.15,,73.95,90,1.95,12,1538015949
334,Banyo,CM,6.75,11.81,,63.78,98,4.41,76,1538015949
335,Chalmette,US,29.94,-89.96,,78.08,100,2.39,90,1538014500
336,San Policarpo,PH,12.18,125.51,,86.28,82,18.61,12,1538015949
337,Arman,RU,59.7,150.17,,59,62,2.24,8,1538013600
338,Hasaki,JP,35.73,140.83,,64.4,88,13.87,75,1538014680
339,Eureka,US,40.8,-124.16,,50,100,2.39,90,1538013300
340,Kantang,TH,7.42,99.52,,84.2,79,2.24,40,1538013600
341,Kokopo,PG,-4.34,152.27,,82.41,97,14.03,32,1538015951
342,Hambantota,LK,6.12,81.12,,79.8,100,9.89,76,1538015951
343,Altamira,BR,-3.2,-52.21,,78.81,87,6.08,32,1538015951
344,San Juan,AR,-31.54,-68.53,,51.45,70,7.99,92,1538015923
345,Praya,ID,-8.71,116.27,,86,51,6.93,20,1538013600
346,Half Moon Bay,US,37.46,-122.43,,84.02,100,3.36,90,1538013360
347,Shieli,KZ,44.18,66.74,,57.48,46,10,0,1538015952
348,Sestri Levante,IT,44.27,9.41,,62.6,45,8.05,0,1538013000
349,General Artigas,PY,-26.93,-56.22,,68,88,2.24,90,1538013600
350,Rio Rancho,US,35.27,-106.63,,66.92,52,5.82,20,1538014500
351,Praia Da Vitoria,PT,38.73,-27.07,,73.4,88,21.07,75,1538013600
352,Helong,CN,25.94,116.13,,76.83,61,3.4,0,1538015953
353,Ossora,RU,59.24,163.07,,43.17,95,22.08,0,1538015953
354,Guerrero Negro,MX,27.97,-114.04,,70.98,78,8.99,0,1538015896
355,Moree,AU,-29.46,149.84,,74.31,67,3.96,0,1538015954
356,Isilkul,RU,54.9,71.26,,53.43,70,7.2,0,1538015954
357,Jiuquan,CN,39.73,98.49,,43.08,69,5.19,0,1538015954
358,Aksarka,RU,66.56,67.8,,44.7,91,18.39,12,1538015954
359,Yerbogachen,RU,61.28,108.01,,46.59,94,3.74,88,1538015955
360,Hisor,TJ,38.53,68.55,,57.2,58,2.24,90,1538013600
361,Srednekolymsk,RU,67.46,153.71,,35.25,77,3.4,80,1538015827
362,Nazca,PE,-14.83,-74.94,,50.82,92,2.51,0,1538015955
363,Bardiyah,LY,31.76,25.09,,71.07,100,1.39,100,1538015956
364,Havre-Saint-Pierre,CA,50.23,-63.6,,59,100,17.22,90,1538014500
365,Bonthe,SL,7.53,-12.5,,71.79,100,2.73,88,1538015956
366,Narsaq,GL,60.91,-46.05,,37.4,59,8.05,75,1538013000
